,reaction_id,chemical_composition,surface_composition,facet,sites,coverages,reactants,products,reaction_energy,activation_energy,dft_code,dft_functional,username,pub_id,atoms_name,atoms_id,doi,equation
2881,354696,Pb9Re3,Pb3Re,111,{'H': 'top|B'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.5563624579581017,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['e4b97ce938fec2c69ca39a933e1509ae', '3032a3223a61eddfd245cdceb5bb4062', '814573b47b611d09d6659e4b4132373c', '66d3b10d1d56c4922c87334237c9e54b']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2882,354700,Pb9Tl3,Pb3Tl,111,{'H': 'bridge|A_A|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.6826507625419538,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['73adaa18346b9bb4b8b7db0f5e81f350', 'c64b86d06482851c4a43dbcd3334e748', '814573b47b611d09d6659e4b4132373c', 'a58df3571d246b58637947c02fb96a97']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2883,354701,Pb9Tl3,Pb3Tl,111,{'H': 'bridge|A_A|B'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.753680229642697,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['73adaa18346b9bb4b8b7db0f5e81f350', 'c64b86d06482851c4a43dbcd3334e748', '814573b47b611d09d6659e4b4132373c', '61daac8eebd1b4cae667b5ba4e5030dd']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2884,354702,Pb9Tl3,Pb3Tl,111,{'H': 'top|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.7079217026412437,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['73adaa18346b9bb4b8b7db0f5e81f350', 'c64b86d06482851c4a43dbcd3334e748', '814573b47b611d09d6659e4b4132373c', '9bc834a27df99328c0e46e1dbec4890a']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2885,354703,Pb9Tl3,Pb3Tl,111,{'H': 'top|B'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},1.265891536940245,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['73adaa18346b9bb4b8b7db0f5e81f350', 'c64b86d06482851c4a43dbcd3334e748', '814573b47b611d09d6659e4b4132373c', '3b5db50a5402bf5dd3d9d9d9f1785628']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2886,354708,Ta3Y9,Y3Ta,111,{'H': 'top|B'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.2678985231568447,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['8c27b3a8d7ef92befcb0455dbc470d31', '8f84c3297403db01c28b2bb886f53add', '814573b47b611d09d6659e4b4132373c', 'b800376b36a223726f1c30e52850cafa']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2887,354714,Ir9Nb3,Ir3Nb,111,{'H': 'top|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.27639296485628506,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['4a43ddf6d6b5558c35617d7d35badc00', '107d111230d05fb01a986205f4587908', '814573b47b611d09d6659e4b4132373c', 'fd40a4cebf74f5ea8c410768e5006743']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2888,354715,Ir9Nb3,Ir3Nb,111,{'H': 'top|B'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.5863666821433355,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['4a43ddf6d6b5558c35617d7d35badc00', '107d111230d05fb01a986205f4587908', '814573b47b611d09d6659e4b4132373c', 'cfcd842b7eeb085ba5818b50656ffc36']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2889,354722,Os9Tc3,Os3Tc,111,{'H': 'top|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.09397669105871387,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['a1d19edcef47dae9808f3c75acfbc6c1', '25f38c76e4c04c5ce647a83f5a377bc1', '814573b47b611d09d6659e4b4132373c', '1d500995d87539a9c4d6671f20cac954']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2890,354723,Os9Tc3,Os3Tc,111,{'H': 'top|B'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.23313353124197533,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['a1d19edcef47dae9808f3c75acfbc6c1', '25f38c76e4c04c5ce647a83f5a377bc1', '814573b47b611d09d6659e4b4132373c', 'c38b39c2d1a0570b1749010f35363102']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2891,354731,Fe9In3,Fe3In,111,{'H': 'top|B'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},1.7738788211436542,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['89f5d01a3bd2de2d110d1c83f52bd22d', '1bee6340556fc8cc4c8978699459af16', '814573b47b611d09d6659e4b4132373c', '205a4796057a176b99150385dbf99c80']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2892,354734,Ir9Tl3,Ir3Tl,111,{'H': 'top|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.22899467985823208,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['e45c3a4e05e50130b53b859fab7f48fc', 'f4202baddbbd183892825e319c4c45f4', '814573b47b611d09d6659e4b4132373c', 'c4948f790fd3b207443ec14c95bb57ea']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2893,354736,La9Y3,La3Y,111,{'H': 'top|B'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.1409506146419801,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['2a066d51b581df74c907254a175004c3', '69f68029c842cfeaab6c40e727654307', '814573b47b611d09d6659e4b4132373c', '55f05b8850e0469f9bb503d1e1f72aa5']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2894,354739,Au3Cd9,Cd3Au,111,{'H': 'top|B'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.6808788932439995,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['35aa8d2649273d43c2abcb9e2f0e172c', 'a5eebaa4c8aa63322bb2850ff6033292', '814573b47b611d09d6659e4b4132373c', '5846fd089fe29b25bade59f5802c6048']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2895,354755,Ni6W6,NiW,101,{'H': 'hollow|A_A_B|FCC'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.4009174275624616,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['4fa2b266ff09058a78682f4baac6615a', 'c65490eb88db1272cc8d4849757075b9', '814573b47b611d09d6659e4b4132373c', '8a6b718021312a9aaecb6d6303b5d20e']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2896,354756,Ni6W6,NiW,101,{'H': 'hollow|A_B_B|HCP'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.6431715343632902,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas']","['4fa2b266ff09058a78682f4baac6615a', 'c65490eb88db1272cc8d4849757075b9', '814573b47b611d09d6659e4b4132373c']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2897,354772,Au6Y6,AuY,101,{'H': 'bridge|B_B|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.6962519645594227,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['d6827310babc2e86d43d69f1b2712d2e', '1a16d64b5f2ed9d18565254d7f0722e3', '814573b47b611d09d6659e4b4132373c', '619d0318fe4d691ca8d4a1d273da8515']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2898,354774,Au6Y6,AuY,101,{'H': 'hollow|A_A_B|HCP'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.3711465409406003,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['d6827310babc2e86d43d69f1b2712d2e', '1a16d64b5f2ed9d18565254d7f0722e3', '814573b47b611d09d6659e4b4132373c', '5ee4c3b248317834eebcf39d983d2d2d']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2899,354776,Au6Y6,AuY,101,{'H': 'top|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.42067384464192514,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['d6827310babc2e86d43d69f1b2712d2e', '1a16d64b5f2ed9d18565254d7f0722e3', '814573b47b611d09d6659e4b4132373c', 'a3b069590d818599ad8c51279cd32664']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2900,354777,Au6Y6,AuY,101,{'H': 'top|B'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.24136361434014475,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['d6827310babc2e86d43d69f1b2712d2e', '1a16d64b5f2ed9d18565254d7f0722e3', '814573b47b611d09d6659e4b4132373c', '6ca859214c7929958917975a65e0c713']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2901,354778,Ir9Ru3,Ir3Ru,111,{'H': 'top|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.25309117655976365,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['8e3a0782e52b2572ac89f8608b8acb25', 'c40333e681a8b95efe4efedea3420d2c', '814573b47b611d09d6659e4b4132373c', 'fb69b2fb43157f4c2601c3a02f3f338e']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2902,354780,Ir9Ru3,Ir3Ru,111,{'H': 'top|B'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.015468583239481859,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['8e3a0782e52b2572ac89f8608b8acb25', 'c40333e681a8b95efe4efedea3420d2c', '814573b47b611d09d6659e4b4132373c', 'dc4675b234353729ba328c0daf10b992']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2903,354801,Cr6Cu6,CrCu,101,{'H': 'hollow|A_A_B|FCC'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.5884291689644385,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['340f3748786c4794e8ffa8fd8c96e0de', 'ffe766c9077963c6ac0ac6463d2ff43e', '814573b47b611d09d6659e4b4132373c', 'ac92acf09049a6be9aa5d9986993cb7c']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2904,354802,Cr6Cu6,CrCu,101,{'H': 'hollow|A_A_B|HCP'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.632293103458295,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['340f3748786c4794e8ffa8fd8c96e0de', 'ffe766c9077963c6ac0ac6463d2ff43e', '814573b47b611d09d6659e4b4132373c', '75aee9d685be1d6eedc42a3a729946fa']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2905,354804,Cr6Cu6,CrCu,101,{'H': 'hollow|A_B_B|FCC'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.3289825016608745,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['340f3748786c4794e8ffa8fd8c96e0de', 'ffe766c9077963c6ac0ac6463d2ff43e', '814573b47b611d09d6659e4b4132373c', '81970e2b02e0863ec0a1920779b41458']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2906,354805,Cr6Cu6,CrCu,101,{'H': 'hollow|A_B_B|HCP'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.33770102906325405,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['340f3748786c4794e8ffa8fd8c96e0de', 'ffe766c9077963c6ac0ac6463d2ff43e', '814573b47b611d09d6659e4b4132373c', '1eb8cb91dbd1d070e2cbb881a6d47777']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2907,354811,Ni3Pb9,Pb3Ni,111,{'H': 'top|B'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.03459260774346262,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['8f5c5d38eed5a40454191162b22fff45', 'db647c3f7466d7f7332f4255cf8ddb84', '814573b47b611d09d6659e4b4132373c', 'c9f85ae386abd3e2fd290102181143a5']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2908,354820,Ga9Y3,Ga3Y,111,{'H': 'top|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.4219884265412759,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['b48ca2df5217563032c2c77d2293052e', 'a818e741210088f1e2f53d6e174c6d74', '814573b47b611d09d6659e4b4132373c', '6fe408aaca9e2713ae0bdaa492d7d082']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2909,354821,Ga9Y3,Ga3Y,111,{'H': 'top|B'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.8159933463403206,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['b48ca2df5217563032c2c77d2293052e', 'a818e741210088f1e2f53d6e174c6d74', '814573b47b611d09d6659e4b4132373c', '23a9749cccb84335118543511b1d7832']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2910,354828,Pt6Zn6,PtZn,101,{'H': 'bridge|A_A|B'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.16343565315671071,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['17c1c7d91565da62ba12621341013ef5', '5d32b5ef4cb91313da25efb5ab894a82', '814573b47b611d09d6659e4b4132373c', '97fd2fbfd50fec1bb9dce0939a84ad1d']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2911,354830,Ag3W9,W3Ag,111,{'H': 'top|B'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.7396948028408872,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['65a11b7d9e1e956ac227e1b5841cdda8', '246725395685a9b89526ac19c3e4d29a', '814573b47b611d09d6659e4b4132373c', '63e9d969fef99117895c70b380777820']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2912,354831,Pt6Zn6,PtZn,101,{'H': 'top-tilt|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.18441726285433901,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['17c1c7d91565da62ba12621341013ef5', '5d32b5ef4cb91313da25efb5ab894a82', '814573b47b611d09d6659e4b4132373c', 'f9b50b3b50f54f942a772c78cb311074']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2913,354848,Ag3Cd9,Cd3Ag,111,{'H': 'top|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.9757207681441571,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['1d8b91b02ebc4116102de7277ad8076b', '108ad0694b85f06b1dae4c9ea2898cc6', '814573b47b611d09d6659e4b4132373c', 'e7f9722393cbe4fc60a42bb3727c9a62']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2914,354850,Ag3Cd9,Cd3Ag,111,{'H': 'top|B'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.9831560067441671,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['1d8b91b02ebc4116102de7277ad8076b', '108ad0694b85f06b1dae4c9ea2898cc6', '814573b47b611d09d6659e4b4132373c', '3422ecdd23d95779abafde2983c9a516']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2915,354854,Ir3Pb9,Pb3Ir,111,{'H': 'top|B'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.37695004885515004,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['1dd489a16e7c99deb2d25d14f4fab1f5', '1efdb93295e002baedea5c01e773c122', '814573b47b611d09d6659e4b4132373c', '21469a2b1d223b0d3771e2a00fb695f6']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2916,354859,In9Ni3,In3Ni,111,{'H': 'top|B'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.205453431340203,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['2715593707467c5a964516d85e8b6a9b', '8541808fab0c1bd42033bfcfaa0e74b4', '814573b47b611d09d6659e4b4132373c', 'b7dc2fa48c667b6924cfadf14b0a15b0']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2917,354864,Hf9Pd3,Hf3Pd,111,{'H': 'top|B'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.21513782674176696,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['88a177763816917baf2a14216356c66c', '87683ebcc67ca51560a229758621f372', '814573b47b611d09d6659e4b4132373c', '4eace2404525bdce0d2e401c2dfcc0ae']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2918,354865,Ga6In6,GaIn,101,{'H': 'bridge|A_A|B'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.6774494425417572,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['a1ec8c612432f969cf1a5c9406bbb48f', 'b7bdaeba8663b69f7599fac748e56e98', '814573b47b611d09d6659e4b4132373c', '83500dfbbdf981fbbf5202fc67cdb7fa']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2919,354867,Ga6In6,GaIn,101,{'H': 'bridge-tilt|A_A|B'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.6473242637448777,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['a1ec8c612432f969cf1a5c9406bbb48f', 'b7bdaeba8663b69f7599fac748e56e98', '814573b47b611d09d6659e4b4132373c', '57e52fe2455fc660c8677e4a0ad7eff2']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2920,354869,Ga6In6,GaIn,101,{'H': 'hollow-tilt|A_B_B|FCC'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.6659546737437552,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['a1ec8c612432f969cf1a5c9406bbb48f', 'b7bdaeba8663b69f7599fac748e56e98', '814573b47b611d09d6659e4b4132373c', '1d57f124456e3e2552b6932342ff9c8f']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2921,354870,Ga6In6,GaIn,101,{'H': 'top|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.7198177033433524,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['a1ec8c612432f969cf1a5c9406bbb48f', 'b7bdaeba8663b69f7599fac748e56e98', '814573b47b611d09d6659e4b4132373c', '656eda23353af7fac6e89fb3472a2052']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2922,354871,Ga6In6,GaIn,101,{'H': 'top|B'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.81469849264343,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['a1ec8c612432f969cf1a5c9406bbb48f', 'b7bdaeba8663b69f7599fac748e56e98', '814573b47b611d09d6659e4b4132373c', 'c73b8f1219c82ee6b90f399da2e4b055']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2923,354887,Ag6Hf6,AgHf,101,{'H': 'bridge|B_B|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.7885401892626476,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['c0b04e56e02942cf2db3adcbf0876a30', 'ab401d8bf06ade9c9e9e55975fbf1b8f', '814573b47b611d09d6659e4b4132373c', 'b91c794b6aabaa780b827c146dc7e22b']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2924,354888,Ag6Hf6,AgHf,101,{'H': 'hollow|A_A_B|FCC'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.09520610135857055,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['c0b04e56e02942cf2db3adcbf0876a30', 'ab401d8bf06ade9c9e9e55975fbf1b8f', '814573b47b611d09d6659e4b4132373c', 'ffaeeadb27345ab8bbd1b3f3b4e7eb66']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2925,354889,Ag6Hf6,AgHf,101,{'H': 'hollow|A_A_B|HCP'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.033081015441922546,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['c0b04e56e02942cf2db3adcbf0876a30', 'ab401d8bf06ade9c9e9e55975fbf1b8f', '814573b47b611d09d6659e4b4132373c', 'edfa70fea6b86b15dcee93214d13ceda']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2926,354893,Ag6Hf6,AgHf,101,{'H': 'top|B'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.06351613193785965,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['c0b04e56e02942cf2db3adcbf0876a30', 'ab401d8bf06ade9c9e9e55975fbf1b8f', '814573b47b611d09d6659e4b4132373c', '3c2696f4c9d3485abbe9e1451889ea32']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2927,354902,Co9Ir3,Co3Ir,111,{'H': 'top|B'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.13862621816130627,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['65371e24104c0ebb609bd04bfce719e5', 'd2cd99d12b59509fcc208868c1531eed', '814573b47b611d09d6659e4b4132373c', '2fdd55b7f6cc5fb9c23d86e08174d509']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2928,354915,Pt9W3,Pt3W,111,{'H': 'top|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.03458866215711964,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['4bf880535c5c85bb0257574be7dcaf90', 'fa85c626cdb181154c306ba1641f6908', '814573b47b611d09d6659e4b4132373c', 'c95dc78e177da2997b9a9cc4669ef9f1']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2929,354916,Pt9W3,Pt3W,111,{'H': 'top|B'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.2932981730582185,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['4bf880535c5c85bb0257574be7dcaf90', 'fa85c626cdb181154c306ba1641f6908', '814573b47b611d09d6659e4b4132373c', 'd5d2fc4965385f490a9389e67a1365fe']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
2930,354919,Hg6Zr6,HgZr,101,{'H': 'bridge|B_B|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.6831250569584597,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['6241454bb628ccdbc15f69899819023e', 'aa9e12c9627233ae732cee6a34ec1a9c', '814573b47b611d09d6659e4b4132373c', '2b3617814ceec75af7f0689b977eff93']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
